CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,PRICE
3.4564929158412004e-06,0.003130434782608696,0.00040992261157969277,0.0,0.00191680291525059,0.0020675938082247783,0.0018790221015651794,0.0021298848570706656,0.00020695364238410596,0.001432942178846675,0.0016383787546179794,0.0021991714625670426,0.0007778272380104491,0.002104967723828234
1.4936205938547972e-05,0.0,0.0012546116293802717,0.0,0.0016709675971236554,0.0020191665159865094,0.002273847297752955,0.0025866384042923483,0.0004139072847682119,0.0011715270516246465,0.0019060877014509825,0.0021991714625670426,0.0014275785051035149,0.0018944709514454108
1.4925267669826954e-05,0.0,0.0012546116293802717,0.0,0.0016709675971236554,0.002259416199558179,0.0017608627362827064,0.0025866384042923483,0.0004139072847682119,0.0011715270516246465,0.0019060877014509825,0.0021766201200307668,0.0006294465399964076,0.0030434325007016555
1.7703587924965137e-05,0.0,0.00038685337369858455,0.0,0.0016317764594512456,0.0022006116304117106,0.0013199265682773804,0.0031569163766586284,0.0006208609271523179,0.0010747066341350064,0.0020024629223108635,0.002186593686754427,0.00045919921280134944,0.0029294134156609593
3.776437275930932e-05,0.0,0.00038685337369858455,0.0,0.0016317764594512456,0.0022474666079669186,0.0015620091703195203,0.0031569163766586284,0.0006208609271523179,0.0010747066341350064,0.0020024629223108635,0.0021991714625670426,0.0008324938109629907,0.00317499298344092
1.6325366066117062e-05,0.0,0.00038685337369858455,0.0,0.0016317764594512456,0.0020219966824160185,0.0016916962785563808,0.0031569163766586284,0.0006208609271523179,0.0010747066341350064,0.0020024629223108635,0.00218376784284939,0.0008137509859506907,0.002517190569744597
4.8286987268927145e-05,0.002173913043478261,0.0013965761701870917,0.0,0.0018669232854857047,0.0018905511749121467,0.0019193692019055357,0.0028956539725529186,0.0010347682119205299,0.0015055574919639054,0.0016276703967446592,0.0021919683310443997,0.001941444290857406,0.0020084900364861066
7.905633718114644e-05,0.002173913043478261,0.0013965761701870917,0.0,0.0018669232854857047,0.001940865244770088,0.0027695402447916215,0.0030987481276281165,0.0010347682119205299,0.0015055574919639054,0.0016276703967446592,0.0021991714625670426,0.0029910424915462045,0.002376859388156048
0.00011552999423137583,0.002173913043478261,0.0013965761701870917,0.0,0.0018669232854857047,0.0017707407960629242,0.0028819357385969006,0.003167279386109901,0.0010347682119205299,0.0015055574919639054,0.0016276703967446592,0.0021422667235381603,0.004674772938484486,0.001447165310131911
9.299716066608191e-05,0.002173913043478261,0.0013965761701870917,0.0,0.0018669232854857047,0.0018880354714192497,0.0024755827994547377,0.003432864050439006,0.0010347682119205299,0.0015055574919639054,0.0016276703967446592,0.002142709993170323,0.002670852564252747,0.0016576620825147343
0.00012299536263346954,0.002173913043478261,0.0013965761701870917,0.0,0.0018669232854857047,0.0020053301467755757,0.002717665401496877,0.0033050709590147663,0.0010347682119205299,0.0015055574919639054,0.0016276703967446592,0.0021749024502061365,0.0031940897625127875,0.0013156048273926463
6.424592133289017e-05,0.002173913043478261,0.0013965761701870917,0.0,0.0018669232854857047,0.0018896077861023106,0.0023891247272968307,0.0032425804497608593,0.0010347682119205299,0.0015055574919639054,0.0016276703967446592,0.0021991714625670426,0.0020726440659435057,0.0016576620825147343
5.128954203284617e-05,0.002173913043478261,0.0013965761701870917,0.0,0.0018669232854857047,0.0018518722337088544,0.0011239549380527912,0.00283857930743435,0.0010347682119205299,0.0015055574919639054,0.0016276703967446592,0.002163709891994029,0.002453748174526939,0.001903241650294695
0.0003444242054873662,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.0018707400099055825,0.0017810362864528846,0.0024514506026063958,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.0021991714625670426,0.0012901311216799818,0.001789222565253999
0.0003489088956629829,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.0019169660615875662,0.002435235699114381,0.0023235533603333993,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.0021056415701807196,0.001602511538551648,0.0015962671905697442
0.00034312802064392575,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.001834576772195187,0.001628293692307249,0.002342665041080219,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.00219207914845244,0.0013229310654515067,0.0017453690710075775
0.0005764084776570437,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.0018663375287930124,0.0008444071714088919,0.002342665041080219,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.0021434857150266075,0.0010277315715077821,0.0020260314341846754
0.00042888951655105525,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.00188363299030668,0.002354541498433668,0.0022173194946017573,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.002142931627986404,0.002291310357753672,0.001534872298624754
0.00043901288425235603,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.0017157097821558008,0.0010547884803264657,0.001977043486520485,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.0016012561374836225,0.0018258635366148893,0.0017716811675554305
0.0003969497718856872,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.001800929237977689,0.002002945338324846,0.001977043486520485,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.0021662032836749444,0.0017618255511561978,0.0015962671905697442
0.0006846207701140595,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.001751558556929584,0.0028271789595635593,0.0019777725424617804,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.0020865255672937043,0.0032831181813212126,0.001192815043502666
0.0004659921240527431,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.0018757714168913765,0.0025706866788284353,0.002089422252328761,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.002174957858910157,0.0021601105826675724,0.0017190569744597248
0.0006740544025295576,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.0019314313566717244,0.002642735072293358,0.002070987552098858,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.0021991714625670426,0.0029238807019187963,0.0013331462250912149
0.0005405856475957148,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.0018279730505263321,0.0028819357385969006,0.002132592779138335,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.0021860950084182443,0.003105061343704363,0.0012717513331462248
0.00041032727453149036,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.0018628784364902791,0.002711901530019683,0.002291110370945746,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.002184931425633817,0.0025459003975040802,0.0013682290204883522
0.0004597026195381586,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.0017606779820913358,0.002469818927977544,0.0023197518543537866,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.001681210897384964,0.002578700341275605,0.0012191271400505191
0.0003674766068169084,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.0018279730505263321,0.002602387971953001,0.0024381713693899408,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.002088243237118335,0.002313176986934689,0.0014559360089811955
0.0005227234547742949,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.0019015573776935714,0.0025591589358740477,0.0023191269492612476,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.0016976118737749826,0.002698966801771197,0.0012980634296940778
0.0004227586169329255,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.0020424367732958075,0.002720547337235474,0.0023198039297781647,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.002149525263764824,0.0019992346679786645,0.0016138085882683127
0.0005482533739691474,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.0020987256389493796,0.002515929899795094,0.002207477239394267,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.002106805152965147,0.001871158697061281,0.001841846758349705
0.000618455182620631,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.0017965267568651189,0.002711901530019683,0.0022043527139315715,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.0019956552927003573,0.003529898710649829,0.0011138787538591073
0.0007409145700867707,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.001909418951108875,0.0028819357385969006,0.002174148967792183,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.00208741210655803,0.002036720318003264,0.0012717513331462248
0.0007591103801041817,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.0018710544728421947,0.0023631873056494585,0.00207780943269241,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.0012888064555129609,0.004328030675756937,0.0011577322481055288
0.0006298911425684537,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.0017927532016257732,0.0027378389516670557,0.001972200472053307,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.0019878980741375105,0.002866090324797538,0.0011489615492562444
0.0008820729279314881,0.0,0.0014444892027093935,0.0,0.00191680291525059,0.0019169660615875662,0.002792595730700397,0.001957931805773665,0.0008278145695364238,0.0014861934084659772,0.0022487551533972266,0.0013758535295289051,0.003176908839584846,0.0011840443446533818
3.5095435191381306e-05,0.0,0.001057635829010809,0.0,0.0017778525180484096,0.0018657086029197883,0.001965480173723086,0.0017498904853825326,0.0010347682119205299,0.001350644823980481,0.002056004711677464,0.0021991714625670426,0.0015119212176588647,0.0016576620825147343
5.329124520879218e-05,0.0,0.001057635829010809,0.0,0.0017778525180484096,0.001836778012751472,0.001769508543498497,0.0017590557600731054,0.0010347682119205299,0.001350644823980481,0.002056004711677464,0.0020920110289917174,0.0017821302782528561,0.001754139769856862
4.382964276511294e-05,0.0,0.001057635829010809,0.0,0.0017778525180484096,0.0018396081791809812,0.0011960033315177138,0.002048751345889343,0.0010347682119205299,0.001350644823980481,0.002056004711677464,0.0021991714625670426,0.0013697881279822566,0.001841846758349705
9.573719698069655e-05,0.0,0.001057635829010809,0.0,0.0017778525180484096,0.0018760858798279889,0.0008703445930562639,0.0020034978021046387,0.0010347682119205299,0.001350644823980481,0.002056004711677464,0.002179944642271987,0.0015822068114549899,0.0021663626157732243
1.5111218238084234e-05,0.013043478260869565,0.0005234942442251488,0.0,0.0015248915385264916,0.0020738830669570205,0.0006282619910141244,0.0028126457460939786,0.0006208609271523179,0.0012199372603694668,0.0019596294908175832,0.0021921345571564604,0.0006747417004427992,0.0027013752455795673
1.837082231694714e-05,0.013043478260869565,0.0005234942442251488,0.0,0.0015248915385264916,0.002208787666763626,0.0004553458466983103,0.0028126457460939786,0.0006208609271523179,0.0012199372603694668,0.0019596294908175832,0.00219207914845244,0.0003092566127029496,0.003060973898400224
